RecipeID,Recipe,Recipe_category,Flavor,Yogurt_culture,Skimmed_milk,Semi_skimmed_milk,Full_fat_milk,Milk_supplier,MPC 70%,MPC 80%,Fruit_prep_40Fruit,Fruit_prep_60Fruit,Fruit_prep_supplier,Added_sugar,Aroma,Flavor_intensity ,sweetness,Fruit_intensity,Chalkiness,Color_intensity,thickness,Coating,Global Appreciation,Fat g/100g,Saturated Fatty Acids SFA g/100g,Protein g/100g,Carb (total sugars) g/100g,Calcium mg/100g,Energy kcal/100g,€/kg min,€/kg max,%Protein_cal,Source_protein,Rich_protein,Source_calcium_us,High_calcium_us,Source_calcium_eu,High_calcium_eu
REC-00238,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.96,2.49,3.69,2.42,4.87,3.06,4.41,3.8,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00239,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,2.98,2.42,3.69,1.59,4.71,3.18,4.17,4.14,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00240,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,65,0,BASF Ingredients,10,0,0,25,DAIRY & Co.,0,0,3.1,2.41,3.69,3.07,4.62,3.19,4.28,3.71,1,0.7,2.6,15.6,143.8,82.4,0.62,1.16,12.62,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00241,Stirred_Plain,Plain,Plain,0.01,0,0,98.5,BASF Ingredients,1.5,0,0,0,WACKER & Co.,0,0,0.33,0.01,0.01,0.06,0,0.4,0.03,0.71,3.6,2.5,3.5,4.5,125,64.8,0.352,0.7776,21.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00242,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.85,0.62,1.39,0.43,2.7,2.65,2.48,2.61,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00243,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.8,0.62,1.39,0.96,2.64,2.4,2.32,2.56,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00244,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.82,0.56,1.39,1.23,2.49,2.72,2.26,2.55,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00245,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,1.08,0.56,1.39,1.71,2.51,2.51,2.57,2.53,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00246,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,0,85.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,3,0.001,1,0.85,1.4,1.52,2.44,2.85,2.41,2.61,3.2,2.1,3,11.8,128.8,87.9,0.462,0.9504,13.65,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00247,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,0.96,0.56,1.39,0.34,2.39,2.72,2.59,2.55,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00248,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,0,0,1.16,0.65,1.38,0.29,2.73,2.61,2.62,2.6,3.3,2.2,3.2,9,132.5,77.9,0.429,0.918,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00249,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,0,85.5,BASF Ingredients,1.5,0,0,10,WACKER & Co.,3,0.001,0.86,0.88,1.39,0.44,2.56,2.49,2.62,2.63,3.2,2.1,3,11.8,128.8,87.9,0.462,0.9504,13.65,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00250,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,25,0,0,0,WACKER & Co.,0,0,0.38,0.02,0.02,2.71,0.13,1.85,1.02,0.86,2.8,1.9,3.5,4.5,125,57,0.715,1.1124,24.56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00251,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,0.97,0.59,1.4,2.66,2.53,3.88,3.22,2.31,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00252,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.08,0.6,1.39,3.2,2.56,4.09,3.53,2.18,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00253,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.19,0.6,1.39,3.81,2.55,4.03,3.34,2.08,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00254,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,0.84,0.59,1.4,2.78,2.39,4.13,3.59,2.24,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00255,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,0,75,BASF Ingredients,11,0,0,10,WACKER & Co.,4,0.001,1.26,1.04,1.39,1.42,2.38,3.68,3.12,2.83,2.8,1.9,3,12.8,127.5,88.1,0.715,1.188,13.62,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00256,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,0.99,0.62,1.4,3.73,2.68,3.99,3.32,2.1,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00257,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,25,0,0,10,WACKER & Co.,0,0,1.02,0.64,1.39,3.82,2.43,3.88,3.41,2.11,2.4,1.6,3.2,9,132.5,70,0.792,1.2528,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00258,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,0,75,BASF Ingredients,11,0,0,10,WACKER & Co.,4,0.001,1.06,1.05,1.41,1.69,2.64,3.76,3.12,2.79,2.8,1.9,3,12.8,127.5,88.1,0.715,1.188,13.62,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00259,Stirred_Plain,Plain,Plain,0.01,0,0,85,BASF Ingredients,10,0,5,0,WACKER & Co.,0,0,0.48,0.32,0.43,2.29,1.66,2.42,2.08,1.78,3.1,2.1,3.3,7.6,128.8,71.9,0.495,0.918,18.36,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00260,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.41,2.01,1.73,2.27,2.63,3.18,2.96,3.02,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00261,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.47,2.02,1.74,1.93,2.4,3.39,2.79,3.03,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00262,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.59,2.02,1.74,1.99,2.37,3.2,2.92,3.09,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00263,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.52,1.96,1.76,1.39,2.54,3.34,2.74,3.21,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00264,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.22,2.02,1.74,2.74,2.72,2.98,2.68,2.77,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00265,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.46,2.04,1.74,3.12,2.66,3.28,2.77,2.71,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00266,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,20,0,5,0,WACKER & Co.,0,0,0.37,0.36,0.43,3.35,1.97,3.09,2.29,1.71,2.8,1.9,3.3,7.6,128.8,68.6,0.649,1.0584,19.24,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00267,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.23,1.97,1.74,2.69,2.67,3.89,2.96,2.72,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00268,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.64,2.01,1.75,2.78,2.54,3.5,3.27,2.93,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00269,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.21,2.04,1.76,2.77,2.69,3.83,2.95,2.72,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00270,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.15,1.98,1.74,3.54,2.39,3.65,3.12,2.6,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00271,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.37,1.98,1.74,2.4,2.35,3.57,3.03,2.87,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00272,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,20,0,15,0,WACKER & Co.,0,0,1.5,2,1.73,3.79,2.52,3.47,3.17,2.68,2.4,1.6,3,13.7,136.2,88.4,0.671,1.0908,13.57,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00273,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,10,0,15,0,WACKER & Co.,0,0,1.35,1.99,1.74,1.54,2.37,3.12,2.91,3.19,2.8,1.9,3,13.7,136.2,91.8,0.517,0.9504,13.07,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00274,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.65,4.97,3.38,2.2,2.67,3.48,3.2,3.87,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00275,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.73,4.98,3.38,1.42,2.94,3.46,3.13,4.15,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00276,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.61,4.97,3.38,1.62,3.03,3.67,3.39,4.09,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00277,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.62,4.99,3.37,1.82,3.05,3.3,3.1,4.03,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00278,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.57,4.99,3.39,2.1,2.85,3.49,3.23,3.92,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00279,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,10,0,25,0,WACKER & Co.,0,0,3.36,4.94,3.38,3.09,2.93,3.5,3.25,3.58,2.4,1.6,2.6,19.9,143.8,111.6,0.539,0.9828,9.32,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00280,Stirred_Plain,Plain,Plain,0.01,0,0,85,BASF Ingredients,10,0,0,5,WACKER & Co.,0,0,0.54,0.25,0.55,2.94,2.14,2.51,2.42,1.86,3.1,2.1,3.3,6.7,128.8,68.5,0.528,0.972,19.27,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00281,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,2.07,1.12,2.44,2.51,2.94,3.73,3.39,3.04,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00282,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.96,1.14,2.44,1.43,2.96,3.39,3.45,3.45,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00283,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.91,1.07,2.45,1.93,2.85,3.39,3.19,3.22,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00284,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.99,1.09,2.44,1.61,2.71,3.73,3.39,3.28,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00285,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.71,1.07,2.46,2.1,2.8,3.78,3.48,3.09,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00286,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.77,1.09,2.46,2.25,2.84,3.3,3.47,3.14,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00287,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,20,0,0,5,WACKER & Co.,0,0,0.48,0.23,0.53,3.56,2.01,3.56,2.67,1.75,2.8,1.9,3.3,6.7,128.8,65.2,0.682,1.1124,20.25,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00288,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.68,1.13,2.45,2.65,2.82,4.33,3.81,2.8,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00289,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,2.03,1.1,2.44,3.33,2.97,4.04,3.49,2.74,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00290,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,2.06,1.13,2.44,3.91,2.93,4.32,3.85,2.65,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00291,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.99,1.08,2.45,2.89,2.69,4.12,3.84,2.83,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00292,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,2.12,1.06,2.44,2.43,2.97,3.92,3.4,3,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00293,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,20,0,0,15,WACKER & Co.,0,0,1.79,1.12,2.45,2.93,2.74,3.98,3.41,2.78,2.4,1.6,3,11.2,136.2,78.2,0.759,1.2528,15.35,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00294,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,10,0,0,15,WACKER & Co.,0,0,1.83,1.06,2.44,2.66,2.83,3.43,3.53,3,2.8,1.9,3,11.2,136.2,81.6,0.605,1.1124,14.71,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00295,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.79,2.48,4.98,2.33,3.46,3.73,3.6,4.09,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00296,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.47,2.42,4.98,1.43,3.1,3.99,3.91,4.42,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00297,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.54,2.5,4.98,1.43,3.29,3.75,3.98,4.47,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00298,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.77,2.43,5,2.55,3.18,4.12,3.64,3.91,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00299,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.81,2.43,4.98,1.9,3.46,4.29,3.71,4.03,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00300,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,65,BASF Ingredients,10,0,0,25,WACKER & Co.,0,0,4.73,2.46,4.99,2.1,3.15,3.94,3.78,4.14,2.4,1.6,2.6,15.6,143.8,94.6,0.682,1.2528,10.99,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00301,Stirred_Plain,Plain,Plain,0.01,0,0,98.5,BASF Ingredients,1.5,0,0,0,DAIRY & Co.,0,0,0.2,0.08,0,0.91,0.02,0.12,0.1,0.85,3.6,2.5,3.5,4.5,125,64.8,0.32,0.72,21.6,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00302,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.54,0.61,1.02,1.03,4.02,2.09,3.11,2.5,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00303,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.51,0.6,1.02,1.41,3.88,1.89,3,2.41,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00304,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.52,0.61,1.02,0.23,3.55,2.1,2.68,2.37,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00305,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.69,0.62,1.02,0.9,3.55,1.94,3.08,2.57,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00306,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,0,83.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,5,0.001,0.65,1.34,1.02,0.56,3.7,2.05,3.04,2.7,3.1,2.1,3,13.7,126.2,94.6,0.42,0.88,12.68,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00307,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.62,0.55,1.02,0.47,3.52,2,3.2,2.57,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00308,Stirred_Fruit_Pieces_Pear,Fruit_pieces,Pear,0.01,0,0,88.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,0,0,0.75,0.61,1.02,0.15,4.15,1.87,3.04,2.22,3.3,2.2,3.2,9,132.5,77.9,0.39,0.85,16.43,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00309,Stirred_Flavored_Vanilla,Flavored,Vanilla,0.01,0,0,83.5,BASF Ingredients,1.5,0,0,10,DAIRY & Co.,5,0.001,0.54,1.31,1.03,0.92,3.83,1.97,3.14,2.72,3.1,2.1,3,13.7,126.2,94.6,0.42,0.88,12.68,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00310,Stirred_Plain,Plain,Plain,0.01,0,0,75,BASF Ingredients,25,0,0,0,DAIRY & Co.,0,0,0.23,0.04,0.01,3.93,0.56,1.28,1.56,0.6,2.8,1.9,3.5,4.5,125,57,0.65,1.03,24.56,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00311,Stirred_Fruit_Apricot,Fruit_jam,Apricot,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.63,0.57,1.03,3.44,3.5,3.1,3.87,2.29,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00312,Stirred_Fruit_Pieces_Apricot,Fruit_pieces,Apricot,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.7,0.65,1.03,3.08,3.78,3.22,4.04,2.32,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00313,Stirred_Fruit_Strawberry,Fruit_jam,Strawberry,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.77,0.57,1.03,2.64,3.63,3.22,4.05,2.47,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00314,Stirred_Fruit_Pieces_Strawberry,Fruit_pieces,Strawberry,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.55,0.6,1.03,3.26,3.49,3.13,4.26,2.34,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
REC-00315,Stirred_Flavored_Strawberry,Flavored,Strawberry,0.01,0,0,65,BASF Ingredients,16,0,0,10,DAIRY & Co.,9,0.001,0.8,3.05,1.02,3.61,3.36,2.86,3.67,2.89,2.4,1.6,2.8,17.5,121.2,103.2,0.65,1.1,10.85,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REC-00316,Stirred_Fruit_Pear,Fruit_jam,Pear,0.01,0,0,65,BASF Ingredients,25,0,0,10,DAIRY & Co.,0,0,0.62,0.58,1.03,2.68,3.99,3.07,3.86,2.38,2.4,1.6,3.2,9,132.5,70,0.72,1.16,18.29,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
